workload_id,decisao_id,tempo_decisao,pid,tempo_chegada,tempo_cpu_total,tempo_cpu_executado,tempo_cpu_restante,prioridade,tipo_processo,operacao_es,probabilidade_es,media_es,duracao_es,fila,tempo_espera_atual,ja_executou,vezes_executado,tempo_desde_ultima_execucao,sensivel_resposta,risco_inanicao,quantum_sugerido,qtd_processos_prontos,qtd_fila_1,qtd_fila_2,qtd_fila_3,percentual_cpu_executado,percentual_cpu_restante,selecionado
4,80,410,H04_0080_04,304,26,9,17,4,misto,0,0.0,0.0,0,2,88,1,3,49,0,1,4,6,1,2,3,0.3462,0.6538,0
4,80,410,H04_0080_05,391,10,8,2,4,io_bound,1,0.72,4.29,5,2,7,1,6,10,0,0.2182,4,6,1,2,3,0.8,0.2,0
4,80,410,H04_0080_06,77,54,19,35,5,cpu_bound,0,0.0,0.0,0,3,232,1,1,54,0,1,8,6,1,2,3,0.3519,0.6481,1
4,81,270,H04_0081_01,102,12,10,2,3,io_bound,1,0.8,5.9,11,2,44,1,9,5,0,0.9364,4,9,3,6,0,0.8333,0.1667,0
4,81,270,H04_0081_02,25,4,1,3,1,tempo_real,0,0.0,0.0,0,1,5,1,1,5,1,0.4382,2,9,3,6,0,0.25,0.75,0
4,81,270,H04_0081_03,43,16,13,3,3,io_bound,0,0.0,0.0,0,2,68,1,2,1,0,1,4,9,3,6,0,0.8125,0.1875,0
4,81,270,H04_0081_04,34,11,10,1,3,misto,0,0.0,0.0,0,2,35,1,2,33,0,0.7727,4,9,3,6,0,0.9091,0.0909,0
4,81,270,H04_0081_05,105,14,8,6,2,misto,1,0.56,3.6,7,2,30,1,5,35,0,0.7273,4,9,3,6,0,0.5714,0.4286,0
4,81,270,H04_0081_06,265,12,6,6,2,interativo,1,0.35,2.79,3,1,2,1,6,7,1,0.3382,3,9,3,6,0,0.5,0.5,0
4,81,270,H04_0081_07,165,27,7,20,4,misto,1,0.53,2.75,4,2,57,1,5,3,0,1,4,9,3,6,0,0.2593,0.7407,0
4,81,270,H04_0081_08,1,14,2,12,3,misto,1,0.6,2.64,9,2,182,1,1,143,0,1,4,9,3,6,0,0.1429,0.8571,1
4,81,270,H04_0081_09,28,3,1,2,1,tempo_real,1,0.2,0.45,2,1,16,1,1,7,1,0.6382,2,9,3,6,0,0.3333,0.6667,0
4,82,316,H04_0082_01,255,10,6,4,1,tempo_real,0,0.0,0.0,0,1,22,1,6,3,1,0.7473,2,5,2,2,1,0.6,0.4,0
4,82,316,H04_0082_02,255,11,4,7,2,interativo,0,0.0,0.0,0,1,41,1,2,0,1,1,3,5,2,2,1,0.3636,0.6364,0
4,82,316,H04_0082_03,308,18,6,12,4,io_bound,1,0.69,3.46,9,2,4,1,2,6,0,0.1636,4,5,2,2,1,0.3333,0.6667,0
4,82,316,H04_0082_04,64,8,3,5,3,io_bound,1,0.76,5.8,7,2,197,1,3,161,0,1,4,5,2,2,1,0.375,0.625,1
4,82,316,H04_0082_05,163,24,10,14,4,cpu_bound,0,0.0,0.0,0,3,59,1,7,52,0,1,8,5,2,2,1,0.4167,0.5833,0
4,83,223,H04_0083_01,204,5,1,4,2,interativo,1,0.57,2.57,4,1,5,1,1,5,1,0.3927,3,4,2,1,1,0.2,0.8,0
4,83,223,H04_0083_02,68,12,10,2,3,misto,1,0.51,1.68,7,2,4,1,4,5,0,0.2091,4,4,2,1,1,0.8333,0.1667,0
4,83,223,H04_0083_03,92,5,0,5,2,interativo,1,0.38,1.02,3,1,33,0,0,0,1,0.9018,3,4,2,1,1,0.0,1.0,1
4,83,223,H04_0083_04,141,57,45,12,3,cpu_bound,0,0.0,0.0,0,3,54,1,6,48,0,1,8,4,2,1,1,0.7895,0.2105,0
4,84,62,H04_0084_01,0,18,1,17,3,io_bound,1,0.66,3.46,6,2,21,1,1,16,0,0.5182,4,5,0,4,1,0.0556,0.9444,0
4,84,62,H04_0084_02,31,18,11,7,2,io_bound,1,0.79,5.29,11,2,28,1,6,18,0,0.6909,4,5,0,4,1,0.6111,0.3889,0
4,84,62,H04_0084_03,19,12,3,9,2,io_bound,1,0.62,5.4,8,2,32,1,1,23,0,0.7636,4,5,0,4,1,0.25,0.75,0
4,84,62,H04_0084_04,9,13,12,1,3,io_bound,1,0.66,4.95,11,2,29,1,6,10,0,0.6636,4,5,0,4,1,0.9231,0.0769,1
4,84,62,H04_0084_05,44,26,25,1,3,cpu_bound,1,0.22,0.92,4,3,14,1,6,15,0,0.3909,8,5,0,4,1,0.9615,0.0385,0
4,85,2,H04_0085_01,2,18,0,18,4,io_bound,1,0.72,5.93,6,2,0,0,0,0,0,0.0909,4,9,1,6,2,0.0,1.0,0
4,85,2,H04_0085_02,2,26,5,21,4,cpu_bound,0,0.0,0.0,0,3,0,1,5,2,0,0.0909,8,9,1,6,2,0.1923,0.8077,0
4,85,2,H04_0085_03,2,15,5,10,3,io_bound,1,0.8,3.3,5,2,0,1,1,2,0,0.1364,4,9,1,6,2,0.3333,0.6667,0
4,85,2,H04_0085_04,1,57,2,55,4,cpu_bound,0,0.0,0.0,0,3,0,1,2,1,0,0.0909,8,9,1,6,2,0.0351,0.9649,0
4,85,2,H04_0085_05,1,10,9,1,3,io_bound,1,0.89,5.49,10,2,1,1,7,4,0,0.1545,4,9,1,6,2,0.9,0.1,0
4,85,2,H04_0085_06,2,7,2,5,4,io_bound,1,0.6,4.96,5,2,0,1,2,0,0,0.0909,4,9,1,6,2,0.2857,0.7143,0
4,85,2,H04_0085_07,2,5,4,1,1,tempo_real,0,0.0,0.0,0,1,0,1,3,1,1,0.3473,2,9,1,6,2,0.8,0.2,1
4,85,2,H04_0085_08,1,8,4,4,2,io_bound,1,0.81,3.84,8,2,1,1,3,5,0,0.2,4,9,1,6,2,0.5,0.5,0
4,85,2,H04_0085_09,0,13,12,1,3,io_bound,1,0.69,3.92,4,2,0,1,2,4,0,0.1364,4,9,1,6,2,0.9231,0.0769,0
4,86,283,H04_0086_01,78,14,8,6,2,interativo,1,0.41,1.53,6,1,82,1,1,57,1,1,3,7,3,2,2,0.5714,0.4286,1
4,86,283,H04_0086_02,90,8,2,6,2,interativo,1,0.28,1.85,3,1,75,1,1,63,1,1,3,7,3,2,2,0.25,0.75,0
4,86,283,H04_0086_03,271,59,38,21,5,batch,1,0.42,2.2,10,3,3,1,12,5,0,0.1,8,7,3,2,2,0.6441,0.3559,0
4,86,283,H04_0086_04,201,22,17,5,4,misto,1,0.59,3.15,8,2,75,1,8,71,0,1,4,7,3,2,2,0.7727,0.2273,0
4,86,283,H04_0086_05,239,6,1,5,2,tempo_real,0,0.0,0.0,0,1,16,1,1,2,1,0.5927,2,7,3,2,2,0.1667,0.8333,0
4,86,283,H04_0086_06,221,18,5,13,3,io_bound,1,0.67,3.44,9,2,29,1,1,4,0,0.6636,4,7,3,2,2,0.2778,0.7222,0
4,86,283,H04_0086_07,110,36,13,23,5,cpu_bound,0,0.0,0.0,0,3,134,1,7,64,0,1,8,7,3,2,2,0.3611,0.6389,0
4,87,335,H04_0087_01,69,37,20,17,5,batch,0,0.0,0.0,0,3,145,1,1,100,0,1,8,4,1,1,2,0.5405,0.4595,0
4,87,335,H04_0087_02,329,63,20,43,3,cpu_bound,0,0.0,0.0,0,3,1,1,12,1,0,0.1545,8,4,1,1,2,0.3175,0.6825,0
4,87,335,H04_0087_03,110,11,8,3,3,io_bound,1,0.84,5.18,9,2,208,1,6,86,0,1,4,4,1,1,2,0.7273,0.2727,0
4,87,335,H04_0087_04,111,9,7,2,3,interativo,1,0.65,2.75,2,1,221,1,3,4,1,1,3,4,1,1,2,0.7778,0.2222,1
4,88,217,H04_0088_01,152,7,3,4,1,tempo_real,0,0.0,0.0,0,1,16,1,2,7,1,0.6382,2,4,2,1,1,0.4286,0.5714,0
4,88,217,H04_0088_02,24,43,35,8,4,cpu_bound,0,0.0,0.0,0,3,164,1,12,4,0,1,8,4,2,1,1,0.814,0.186,1
4,88,217,H04_0088_03,166,28,24,4,4,misto,1,0.56,3.91,7,2,41,1,10,5,0,0.8364,4,4,2,1,1,0.8571,0.1429,0
4,88,217,H04_0088_04,83,16,9,7,2,interativo,1,0.49,1.73,2,1,4,1,7,7,1,0.3745,3,4,2,1,1,0.5625,0.4375,0
4,89,350,H04_0089_01,255,12,8,4,2,interativo,0,0.0,0.0,0,1,66,1,8,46,1,1,3,9,2,2,5,0.6667,0.3333,0
4,89,350,H04_0089_02,89,23,3,20,5,batch,0,0.0,0.0,0,3,129,1,2,133,0,1,8,9,2,2,5,0.1304,0.8696,0
4,89,350,H04_0089_03,113,38,25,13,5,cpu_bound,1,0.09,0.33,3,3,3,1,9,8,0,0.1,8,9,2,2,5,0.6579,0.3421,0
4,89,350,H04_0089_04,51,23,1,22,4,misto,1,0.48,2.18,6,2,219,1,1,156,0,1,4,9,2,2,5,0.0435,0.9565,1
4,89,350,H04_0089_05,316,8,6,2,3,interativo,1,0.46,1.46,2,1,1,1,3,4,1,0.2745,3,9,2,2,5,0.75,0.25,0
4,89,350,H04_0089_06,26,43,1,42,5,batch,1,0.4,3.24,4,3,1,1,1,5,0,0.0636,8,9,2,2,5,0.0233,0.9767,0
4,89,350,H04_0089_07,136,47,14,33,4,batch,1,0.36,2.48,8,3,46,1,12,13,0,1,8,9,2,2,5,0.2979,0.7021,0
4,89,350,H04_0089_08,247,44,14,30,5,batch,1,0.28,1.03,8,3,60,1,2,25,0,1,8,9,2,2,5,0.3182,0.6818,0
4,89,350,H04_0089_09,23,13,2,11,3,misto,0,0.0,0.0,0,2,28,1,1,28,0,0.6455,4,9,2,2,5,0.1538,0.8462,0
4,90,5,H04_0090_01,3,25,21,4,3,misto,1,0.38,3.27,6,2,0,1,10,1,0,0.1364,4,5,1,4,0,0.84,0.16,0
4,90,5,H04_0090_02,1,11,0,11,4,misto,1,0.64,1.77,8,2,0,0,0,0,0,0.0909,4,5,1,4,0,0.0,1.0,0
4,90,5,H04_0090_03,5,13,12,1,3,interativo,1,0.45,1.7,4,1,0,1,12,5,1,0.2564,3,5,1,4,0,0.9231,0.0769,1
4,90,5,H04_0090_04,2,25,14,11,3,misto,1,0.56,3.95,3,2,2,1,2,5,0,0.1727,4,5,1,4,0,0.56,0.44,0
4,90,5,H04_0090_05,0,20,7,13,3,misto,1,0.42,4.0,3,2,4,1,2,7,0,0.2091,4,5,1,4,0,0.35,0.65,0
4,91,251,H04_0091_01,31,5,0,5,2,interativo,1,0.48,1.84,6,1,112,0,0,0,1,1,3,8,4,2,2,0.0,1.0,0
4,91,251,H04_0091_02,11,41,11,30,4,cpu_bound,1,0.18,1.01,4,3,176,1,10,42,0,1,8,8,4,2,2,0.2683,0.7317,0
4,91,251,H04_0091_03,223,8,1,7,3,interativo,1,0.39,1.89,6,1,24,1,1,9,1,0.6927,3,8,4,2,2,0.125,0.875,0
4,91,251,H04_0091_04,243,3,1,2,1,tempo_real,0,0.0,0.0,0,1,4,1,1,0,1,0.42,2,8,4,2,2,0.3333,0.6667,0
4,91,251,H04_0091_05,142,4,1,3,2,tempo_real,0,0.0,0.0,0,1,91,1,1,46,1,1,2,8,4,2,2,0.25,0.75,1
4,91,251,H04_0091_06,211,11,6,5,3,io_bound,1,0.68,5.46,12,2,27,1,3,20,0,0.6273,4,8,4,2,2,0.5455,0.4545,0
4,91,251,H04_0091_07,34,16,12,4,4,io_bound,1,0.74,2.65,9,2,132,1,10,79,0,1,4,8,4,2,2,0.75,0.25,0
4,91,251,H04_0091_08,109,28,27,1,5,batch,0,0.0,0.0,0,3,136,1,4,137,0,1,8,8,4,2,2,0.9643,0.0357,0
4,92,221,H04_0092_01,59,14,8,6,4,io_bound,1,0.56,3.44,9,2,33,1,8,36,0,0.6909,4,9,1,6,2,0.5714,0.4286,0
4,92,221,H04_0092_02,57,15,7,8,3,io_bound,1,0.59,3.48,12,2,24,1,3,16,0,0.5727,4,9,1,6,2,0.4667,0.5333,0
4,92,221,H04_0092_03,125,48,2,46,5,batch,1,0.31,1.68,11,3,33,1,1,30,0,0.8255,8,9,1,6,2,0.0417,0.9583,0
4,92,221,H04_0092_04,57,25,20,5,4,misto,0,0.0,0.0,0,2,162,1,5,105,0,1,4,9,1,6,2,0.8,0.2,1
4,92,221,H04_0092_05,135,46,41,5,4,batch,0,0.0,0.0,0,3,3,1,8,4,0,0.1455,8,9,1,6,2,0.8913,0.1087,0
4,92,221,H04_0092_06,143,14,5,9,2,misto,1,0.64,1.55,3,2,64,1,4,44,0,1,4,9,1,6,2,0.3571,0.6429,0
4,92,221,H04_0092_07,147,11,9,2,2,io_bound,1,0.85,3.74,4,2,31,1,5,10,0,0.7455,4,9,1,6,2,0.8182,0.1818,0
4,92,221,H04_0092_08,168,25,1,24,4,misto,0,0.0,0.0,0,2,28,1,1,10,0,0.6,4,9,1,6,2,0.04,0.96,0
4,92,221,H04_0092_09,38,5,1,4,2,interativo,1,0.33,2.1,6,1,21,1,1,26,1,0.6836,3,9,1,6,2,0.2,0.8,0
4,93,314,H04_0093_01,246,7,4,3,1,interativo,1,0.56,2.66,6,1,40,1,3,8,1,1,3,7,2,2,3,0.5714,0.4286,0
4,93,314,H04_0093_02,43,8,2,6,3,io_bound,1,0.61,4.86,11,2,169,1,1,83,0,1,4,7,2,2,3,0.25,0.75,0
4,93,314,H04_0093_03,261,42,27,15,5,batch,0,0.0,0.0,0,3,47,1,7,33,0,1,8,7,2,2,3,0.6429,0.3571,0
4,93,314,H04_0093_04,286,9,2,7,1,tempo_real,0,0.0,0.0,0,1,6,1,2,8,1,0.4564,2,7,2,2,3,0.2222,0.7778,0
4,93,314,H04_0093_05,80,57,1,56,4,batch,1,0.46,1.89,6,3,105,1,1,67,0,1,8,7,2,2,3,0.0175,0.9825,0
4,93,314,H04_0093_06,8,49,37,12,5,batch,0,0.0,0.0,0,3,64,1,7,56,0,1,8,7,2,2,3,0.7551,0.2449,0
4,93,314,H04_0093_07,36,12,9,3,3,misto,1,0.53,1.95,3,2,257,1,4,154,0,1,4,7,2,2,3,0.75,0.25,1
4,94,356,H04_0094_01,199,21,14,7,5,batch,1,0.41,1.2,7,3,65,1,2,37,0,1,8,7,0,3,4,0.6667,0.3333,0
4,94,356,H04_0094_02,26,25,13,12,2,misto,0,0.0,0.0,0,2,51,1,1,38,0,1,4,7,0,3,4,0.52,0.48,0
4,94,356,H04_0094_03,344,36,13,23,4,cpu_bound,0,0.0,0.0,0,3,10,1,10,7,0,0.2727,8,7,0,3,4,0.3611,0.6389,0
4,94,356,H04_0094_04,286,20,10,10,4,misto,1,0.55,2.68,7,2,68,1,7,69,0,1,4,7,0,3,4,0.5,0.5,0
4,94,356,H04_0094_05,256,61,20,41,5,cpu_bound,0,0.0,0.0,0,3,2,1,2,1,0,0.0818,8,7,0,3,4,0.3279,0.6721,0
4,94,356,H04_0094_06,191,23,1,22,3,misto,1,0.31,3.05,9,2,83,1,1,23,0,1,4,7,0,3,4,0.0435,0.9565,0
4,94,356,H04_0094_07,140,25,16,9,5,batch,1,0.46,2.45,5,3,163,1,2,19,0,1,8,7,0,3,4,0.64,0.36,1
4,95,321,H04_0095_01,251,6,4,2,1,tempo_real,0,0.0,0.0,0,1,23,1,1,5,1,0.7655,2,3,2,1,0,0.6667,0.3333,0
4,95,321,H04_0095_02,251,10,8,2,2,interativo,0,0.0,0.0,0,1,35,1,7,13,1,0.9382,3,3,2,1,0,0.8,0.2,0
4,95,321,H04_0095_03,66,27,10,17,2,misto,1,0.33,2.29,7,2,151,1,9,131,0,1,4,3,2,1,0,0.3704,0.6296,1
4,96,111,H04_0096_01,91,22,15,7,2,misto,1,0.68,3.6,4,2,6,1,2,1,0,0.2909,4,9,2,3,4,0.6818,0.3182,0
4,96,111,H04_0096_02,31,29,24,5,4,cpu_bound,0,0.0,0.0,0,3,8,1,4,7,0,0.2364,8,9,2,3,4,0.8276,0.1724,0
4,96,111,H04_0096_03,41,47,16,31,4,cpu_bound,0,0.0,0.0,0,3,7,1,5,3,0,0.2182,8,9,2,3,4,0.3404,0.6596,0
4,96,111,H04_0096_04,52,10,1,9,2,interativo,1,0.5,1.31,3,1,31,1,1,28,1,0.8655,3,9,2,3,4,0.1,0.9,0
4,96,111,H04_0096_05,64,54,24,30,4,batch,1,0.49,3.5,4,3,12,1,10,11,0,0.3091,8,9,2,3,4,0.4444,0.5556,0
4,96,111,H04_0096_06,62,16,3,13,2,interativo,1,0.37,1.91,5,1,43,1,1,28,1,1,3,9,2,3,4,0.1875,0.8125,1
4,96,111,H04_0096_07,26,6,3,3,4,io_bound,1,0.74,3.76,9,2,44,1,2,42,0,0.8909,4,9,2,3,4,0.5,0.5,0
4,96,111,H04_0096_08,74,27,6,21,3,misto,1,0.64,3.43,4,2,6,1,5,11,0,0.2455,4,9,2,3,4,0.2222,0.7778,0
4,96,111,H04_0096_09,65,49,3,46,5,batch,1,0.41,3.12,12,3,45,1,1,40,0,1,8,9,2,3,4,0.0612,0.9388,0
4,97,45,H04_0097_01,20,16,1,15,3,interativo,1,0.57,1.67,6,1,11,1,1,12,1,0.4564,3,7,3,1,3,0.0625,0.9375,0
4,97,45,H04_0097_02,10,4,3,1,1,tempo_real,0,0.0,0.0,0,1,16,1,2,11,1,0.6382,2,7,3,1,3,0.75,0.25,1
4,97,45,H04_0097_03,19,5,2,3,1,tempo_real,1,0.06,0.76,4,1,13,1,2,7,1,0.5836,2,7,3,1,3,0.4,0.6,0
4,97,45,H04_0097_04,32,18,2,16,3,io_bound,1,0.74,3.8,11,2,2,1,1,1,0,0.1727,4,7,3,1,3,0.1111,0.8889,0
4,97,45,H04_0097_05,11,59,52,7,4,batch,1,0.25,2.67,5,3,21,1,10,15,0,0.4727,8,7,3,1,3,0.8814,0.1186,0
4,97,45,H04_0097_06,18,20,17,3,5,batch,1,0.53,2.24,11,3,20,1,5,0,0,0.4091,8,7,3,1,3,0.85,0.15,0
4,97,45,H04_0097_07,13,59,34,25,5,cpu_bound,0,0.0,0.0,0,3,14,1,11,17,0,0.3,8,7,3,1,3,0.5763,0.4237,0
4,98,169,H04_0098_01,15,24,23,1,3,misto,1,0.31,2.12,4,2,34,1,5,20,0,0.7545,4,6,1,4,1,0.9583,0.0417,0
4,98,169,H04_0098_02,76,9,0,9,3,io_bound,1,0.79,2.57,5,2,24,0,0,0,0,0.5727,4,6,1,4,1,0.0,1.0,0
4,98,169,H04_0098_03,153,9,1,8,4,io_bound,1,0.73,3.73,7,2,15,1,1,6,0,0.3636,4,6,1,4,1,0.1111,0.8889,0
4,98,169,H04_0098_04,131,4,2,2,1,tempo_real,0,0.0,0.0,0,1,27,1,1,25,1,0.8382,2,6,1,4,1,0.5,0.5,1
4,98,169,H04_0098_05,80,8,0,8,4,io_bound,1,0.79,4.56,11,2,21,0,0,0,0,0.4727,4,6,1,4,1,0.0,1.0,0
4,98,169,H04_0098_06,90,23,20,3,4,batch,0,0.0,0.0,0,3,69,1,9,32,0,1,8,6,1,4,1,0.8696,0.1304,0
4,99,410,H04_0099_01,119,41,36,5,4,cpu_bound,1,0.08,0.61,4,3,90,1,4,53,0,1,8,8,2,2,4,0.878,0.122,0
4,99,410,H04_0099_02,197,22,19,3,4,cpu_bound,1,0.09,0.38,4,3,30,1,12,19,0,0.8164,8,8,2,2,4,0.8636,0.1364,0
4,99,410,H04_0099_03,49,14,12,2,1,interativo,1,0.55,1.77,3,1,280,1,6,42,1,1,3,8,2,2,4,0.8571,0.1429,0
4,99,410,H04_0099_04,355,20,8,12,4,batch,1,0.3,2.72,12,3,55,1,1,56,0,1,8,8,2,2,4,0.4,0.6,0
4,99,410,H04_0099_05,252,30,7,23,3,misto,1,0.32,4.0,3,2,5,1,1,3,0,0.2273,4,8,2,2,4,0.2333,0.7667,0
4,99,410,H04_0099_06,205,16,4,12,2,io_bound,1,0.82,3.17,8,2,28,1,2,21,0,0.6909,4,8,2,2,4,0.25,0.75,0
4,99,410,H04_0099_07,24,3,0,3,1,tempo_real,0,0.0,0.0,0,1,331,0,0,0,1,1,2,8,2,2,4,0.0,1.0,1
4,99,410,H04_0099_08,328,52,16,36,5,batch,1,0.25,2.69,11,3,5,1,11,5,0,0.1364,8,8,2,2,4,0.3077,0.6923,0
4,100,158,H04_0100_01,56,20,1,19,4,misto,1,0.48,3.26,6,2,35,1,1,29,0,0.7273,4,3,0,1,2,0.05,0.95,1
4,100,158,H04_0100_02,129,26,16,10,4,cpu_bound,1,0.2,0.4,4,3,4,1,11,5,0,0.1636,8,3,0,1,2,0.6154,0.3846,0
4,100,158,H04_0100_03,29,65,47,18,4,cpu_bound,0,0.0,0.0,0,3,17,1,10,4,0,0.4,8,3,0,1,2,0.7231,0.2769,0
5,101,225,H05_0101_01,35,7,0,7,2,interativo,1,0.45,1.97,5,1,50,0,0,0,1,1,3,4,2,1,1,0.0,1.0,1
5,101,225,H05_0101_02,16,54,51,3,4,batch,1,0.5,3.49,12,3,60,1,11,53,0,1,8,4,2,1,1,0.9444,0.0556,0
5,101,225,H05_0101_03,61,30,23,7,3,misto,1,0.69,3.47,8,2,34,1,5,18,0,0.7545,4,4,2,1,1,0.7667,0.2333,0
5,101,225,H05_0101_04,225,3,0,3,2,tempo_real,0,0.0,0.0,0,1,0,0,0,0,1,0.3018,2,4,2,1,1,0.0,1.0,0
5,102,411,H05_0102_01,293,30,8,22,3,misto,1,0.57,2.98,8,2,116,1,4,17,0,1,4,4,0,2,2,0.2667,0.7333,0
5,102,411,H05_0102_02,99,40,9,31,5,batch,1,0.35,2.89,7,3,284,1,4,24,0,1,8,4,0,2,2,0.225,0.775,1
5,102,411,H05_0102_03,245,49,40,9,5,batch,1,0.28,2.02,4,3,39,1,7,4,0,0.9345,8,4,0,2,2,0.8163,0.1837,0
5,102,411,H05_0102_04,253,21,14,7,3,misto,1,0.48,3.42,5,2,99,1,8,101,0,1,4,4,0,2,2,0.6667,0.3333,0
5,103,257,H05_0103_01,188,21,12,9,5,batch,1,0.27,1.13,10,3,35,1,11,29,0,0.8618,8,9,1,5,3,0.5714,0.4286,0
5,103,257,H05_0103_02,25,6,4,2,4,io_bound,1,0.69,4.71,7,2,142,1,1,61,0,1,4,9,1,5,3,0.6667,0.3333,0
5,103,257,H05_0103_03,3,5,3,2,2,interativo,1,0.34,1.06,3,1,109,1,1,81,1,1,3,9,1,5,3,0.6,0.4,1
5,103,257,H05_0103_04,81,15,1,14,3,io_bound,1,0.83,4.23,6,2,155,1,1,152,0,1,4,9,1,5,3,0.0667,0.9333,0
5,103,257,H05_0103_05,44,45,31,14,5,batch,1,0.21,3.48,12,3,48,1,9,35,0,1,8,9,1,5,3,0.6889,0.3111,0
5,103,257,H05_0103_06,119,44,30,14,5,batch,1,0.26,1.47,6,3,95,1,10,45,0,1,8,9,1,5,3,0.6818,0.3182,0
5,103,257,H05_0103_07,47,15,1,14,3,io_bound,1,0.89,5.08,5,2,113,1,1,55,0,1,4,9,1,5,3,0.0667,0.9333,0
5,103,257,H05_0103_08,84,19,1,18,3,io_bound,1,0.85,3.66,6,2,148,1,1,147,0,1,4,9,1,5,3,0.0526,0.9474,0
5,103,257,H05_0103_09,228,7,2,5,3,io_bound,0,0.0,0.0,0,2,12,1,2,11,0,0.3545,4,9,1,5,3,0.2857,0.7143,0
5,104,400,H05_0104_01,104,44,28,16,5,batch,1,0.38,2.72,8,3,64,1,12,38,0,1,8,9,3,2,4,0.6364,0.3636,0
5,104,400,H05_0104_02,306,7,3,4,2,interativo,1,0.48,2.86,5,1,88,1,2,11,1,1,3,9,3,2,4,0.4286,0.5714,0
5,104,400,H05_0104_03,81,42,21,21,5,cpu_bound,1,0.14,0.94,5,3,69,1,1,0,0,1,8,9,3,2,4,0.5,0.5,0
5,104,400,H05_0104_04,235,5,2,3,2,interativo,1,0.36,1.89,5,1,136,1,2,57,1,1,3,9,3,2,4,0.4,0.6,0
5,104,400,H05_0104_05,61,27,22,5,5,batch,0,0.0,0.0,0,3,209,1,9,127,0,1,8,9,3,2,4,0.8148,0.1852,0
5,104,400,H05_0104_06,343,22,15,7,2,misto,1,0.66,1.67,4,2,37,1,3,40,0,0.8545,4,9,3,2,4,0.6818,0.3182,0
5,104,400,H05_0104_07,279,27,21,6,4,cpu_bound,0,0.0,0.0,0,3,75,1,5,54,0,1,8,9,3,2,4,0.7778,0.2222,0
5,104,400,H05_0104_08,50,11,9,2,1,interativo,1,0.41,1.93,3,1,310,1,1,12,1,1,3,9,3,2,4,0.8182,0.1818,1
5,104,400,H05_0104_09,15,11,7,4,4,misto,1,0.64,3.11,4,2,9,1,6,4,0,0.2545,4,9,3,2,4,0.6364,0.3636,0
5,105,363,H05_0105_01,237,45,21,24,4,batch,0,0.0,0.0,0,3,24,1,2,17,0,0.5273,8,7,0,2,5,0.4667,0.5333,0
5,105,363,H05_0105_02,83,32,5,27,5,batch,0,0.0,0.0,0,3,127,1,3,101,0,1,8,7,0,2,5,0.1562,0.8438,0
5,105,363,H05_0105_03,249,34,3,31,5,batch,1,0.54,2.18,9,3,23,1,2,3,0,0.4636,8,7,0,2,5,0.0882,0.9118,0
5,105,363,H05_0105_04,279,40,2,38,5,cpu_bound,0,0.0,0.0,0,3,44,1,1,24,0,1,8,7,0,2,5,0.05,0.95,0
5,105,363,H05_0105_05,201,11,10,1,2,misto,0,0.0,0.0,0,2,19,1,7,14,0,0.5273,4,7,0,2,5,0.9091,0.0909,0
5,105,363,H05_0105_06,30,58,25,33,5,batch,0,0.0,0.0,0,3,183,1,8,79,0,1,8,7,0,2,5,0.431,0.569,0
5,105,363,H05_0105_07,132,22,16,6,4,misto,0,0.0,0.0,0,2,169,1,12,71,0,1,4,7,0,2,5,0.7273,0.2727,1
5,106,30,H05_0106_01,15,32,26,6,5,batch,0,0.0,0.0,0,3,15,1,11,0,0,0.3182,8,3,1,1,1,0.8125,0.1875,0
5,106,30,H05_0106_02,21,8,6,2,1,tempo_real,0,0.0,0.0,0,1,6,1,2,2,1,0.4564,2,3,1,1,1,0.75,0.25,1
5,106,30,H05_0106_03,6,19,7,12,3,io_bound,1,0.64,3.54,8,2,13,1,7,11,0,0.3727,4,3,1,1,1,0.3684,0.6316,0
5,107,211,H05_0107_01,159,19,9,10,4,misto,1,0.69,1.74,8,2,45,1,2,3,0,0.9091,4,8,3,3,2,0.4737,0.5263,0
5,107,211,H05_0107_02,46,7,1,6,2,interativo,1,0.53,1.51,4,1,96,1,1,101,1,1,3,8,3,3,2,0.1429,0.8571,1
5,107,211,H05_0107_03,165,30,12,18,4,misto,0,0.0,0.0,0,2,5,1,12,2,0,0.1818,4,8,3,3,2,0.4,0.6,0
5,107,211,H05_0107_04,77,24,14,10,4,batch,1,0.48,3.45,9,3,52,1,1,16,0,1,8,8,3,3,2,0.5833,0.4167,0
5,107,211,H05_0107_05,145,7,1,6,3,interativo,0,0.0,0.0,0,1,9,1,1,14,1,0.42,3,8,3,3,2,0.1429,0.8571,0
5,107,211,H05_0107_06,188,11,1,10,2,interativo,1,0.52,2.41,4,1,9,1,1,12,1,0.4655,3,8,3,3,2,0.0909,0.9091,0
5,107,211,H05_0107_07,158,50,20,30,4,batch,1,0.5,2.87,5,3,35,1,1,7,0,0.9073,8,8,3,3,2,0.4,0.6,0
5,107,211,H05_0107_08,140,20,11,9,2,misto,0,0.0,0.0,0,2,28,1,2,9,0,0.6909,4,8,3,3,2,0.55,0.45,0
5,108,167,H05_0108_01,82,50,43,7,5,batch,1,0.25,2.78,7,3,71,1,9,26,0,1,8,6,0,4,2,0.86,0.14,0
5,108,167,H05_0108_02,16,29,14,15,2,misto,1,0.6,3.67,6,2,59,1,5,30,0,1,4,6,0,4,2,0.4828,0.5172,1
